ID,Well,Cq,Site,Date,Year,Region,Island,Locale,Chondria_cover,Category,Lat,Long,X,Y,Depth_m,Visual_presence,Plate,Threshold,E,SQ.E
CT377,A05,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
CT378,A06,25.13041224,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000396293
CT379,A07,25.50324004,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000313622
CT380,A08,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
CT381,A09,25.63868803,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000288066
CT382,A10,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
CT383,A11,26.06562177,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000220362
CT384,A12,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
CT385,B01,0,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,NA
CT386,B02,26.76918533,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000141706
CT387,B03,25.87690555,M02,7/14/2021,2021,PMNM,Manawai,Manawai,40,Moderate,27.79029,-176.0001,-19592241.51,3222559.792,18.6,1,4,2799,1.873,0.000248067
CT388,B04,24.29973124,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000667434
CT389,B05,25.24638625,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000368476
CT390,B06,25.92846656,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000240169
CT391,B07,24.04280134,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000784208
CT392,B08,0,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,NA
CT393,B09,25.67313505,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000281906
CT394,B10,25.18566905,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000382787
CT395,B11,24.07522273,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.000768414
CT396,B12,22.9300788,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.001576486
CT397,C01,21.99471899,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.002835379
CT398,C02,23.251119,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.001288827
CT399,C03,22.43241093,M01,7/18/2021,2021,PMNM,Manawai,Manawai,45,Moderate,27.81857,-175.98833,-19590931.28,3226118.814,7.6,1,4,2799,1.873,0.002154386
CT400,C04,20.07694789,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.009446613
CT401,C05,20.03295292,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.009711055
CT402,C06,19.28530479,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.015524899
CT403,C07,21.33665826,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.004285066
CT404,C08,20.75557891,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.006170545
CT405,C09,20.68522308,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.006449086
CT406,C10,20.54053848,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.00706204
CT407,C11,21.06483595,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.005082055
CT408,C12,20.42125819,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.007610945
CT409,D01,17.04453806,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.063346464
CT410,D02,16.85480427,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.071356248
CT411,D03,17.07005701,M03,7/14/2021,2021,PMNM,Manawai,Manawai,75,High,27.79041,-175.99626,-19591814.04,3222574.892,9.1,1,4,2799,1.873,0.062340101
CT415,D07,26.71651573,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000146468
CT416,D08,23.70245645,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.00097093
CT417,D09,23.72296152,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000958517
CT418,D10,23.39919033,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.001174464
CT419,D11,24.61794649,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000546616
CT420,D12,24.36369055,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000641175
CT421,E01,0,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,NA
CT422,E02,0,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,NA
CT423,E03,25.79367032,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000261369
CT424,E04,24.83617477,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000476658
CT425,E05,23.95210809,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,0.000830135
CT426,E06,0,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,4,2799,1.873,NA
CT430,E10,22.05374438,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.002732275
CT431,E11,21.76159597,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.003282055
CT432,E12,22.34169883,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.002280583
CT433,F01,21.95216281,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.00291212
CT434,F02,21.47452623,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.003929916
CT435,F03,22.58817117,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.001953768
CT436,F04,23.47600755,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.00111919
CT437,F05,22.11416004,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.002630625
CT438,F06,22.70445683,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.001816271
CT439,F07,16.60795439,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.083312069
CT440,F08,16.91452452,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.068731525
CT441,F09,17.07568527,M05,7/16/2021,2021,PMNM,Manawai,Manawai,75,High,27.94199,-175.72786,-19561935.89,3241662.023,7.6,1,4,2799,1.873,0.062120306
CT442,F10,23.41115407,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.001165679
CT443,F11,25.89020472,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.000246005
CT444,F12,23.86782386,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.000875224
CT445,G01,22.96941387,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.001538048
CT446,G02,23.01301364,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.001496536
CT447,G03,23.18479798,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,0.001343599
CT448,G04,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,NA
CT449,G05,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,NA
CT450,G06,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,4,2799,1.873,NA
CT469,A01,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,5,1353,1.876,NA
CT470,A02,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,5,1353,1.876,NA
CT471,A03,0,M06,7/16/2021,2021,PMNM,Manawai,Manawai,60,High,27.88029,-175.72669,-19561805.65,3233889.464,10.7,1,5,1353,1.876,NA
CT475,A07,21.27518539,M07,7/16/2021,2021,PMNM,Manawai,Manawai,55,High,27.85155,-175.74023,-19563312.92,3230270.5,13.4,1,5,1353,1.876,0.002080744
CT476,A08,21.38459101,M07,7/16/2021,2021,PMNM,Manawai,Manawai,55,High,27.85155,-175.74023,-19563312.92,3230270.5,13.4,1,5,1353,1.876,0.001942341
CT477,A09,23.24441279,M07,7/16/2021,2021,PMNM,Manawai,Manawai,55,High,27.85155,-175.74023,-19563312.92,3230270.5,13.4,1,5,1353,1.876,0.000602783
CT478,A10,20.21244286,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.004060642
CT479,A11,20.0715567,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.004437
CT480,A12,24.2058286,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.000329208
CT481,B01,19.49845374,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.006363265
CT482,B02,19.57918207,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.006048148
CT483,B03,19.36804174,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.006907372
CT484,B04,19.83208507,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.005158471
CT485,B05,20.45675655,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.003482092
CT486,B06,19.49215716,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.006388523
CT487,B07,20.03948338,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.004527443
CT488,B08,19.74232661,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.005458156
CT489,B09,19.81018299,M08,7/18/2021,2021,PMNM,Manawai,Manawai,70,High,27.89012,-175.92347,-19583711.1,3235127.485,6.4,1,5,1353,1.876,0.005230044
CT175,H07,0,OA16,6/1/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,1,2861,1.85,NA
CT176,H08,0,OA16,6/1/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,1,2861,1.85,NA
CT177,H09,0,OA16,6/1/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,1,2861,1.85,NA
CT352,G04,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,3,1556,1.84,NA
CT353,G05,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,3,1556,1.84,NA
CT354,G06,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,3,1556,1.84,NA
CT544,G04,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,5,1353,1.876,NA
CT545,G05,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,5,1353,1.876,NA
CT546,G06,0,OA16,5/26/2021,2021,Oʻahu,Oʻahu,Maunalua,0,NA,21.282319,-157.722461,-17557584.05,2425574.125,0.9,NA,5,1353,1.876,NA
CT565,A01,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT566,A02,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT567,A03,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT568,A04,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT569,A05,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT570,A06,0,OA05,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.311866,-157.875015,-17574566.28,2429104.364,12,NA,6,2005,1.807,NA
CT571,A07,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT572,A08,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT573,A09,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT574,A10,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT575,A11,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT576,A12,0,OA09,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.312267,-157.889539,-17576183.08,2429152.279,1.5,NA,6,2005,1.807,NA
CT577,B01,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT578,B02,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT579,B03,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT580,B04,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT581,B05,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT582,B06,0,OA11,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.300897,-157.876492,-17574730.7,2427793.718,1,NA,6,2005,1.807,NA
CT583,B07,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,6,2005,1.807,NA
CT584,B08,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,6,2005,1.807,NA
CT585,B09,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,6,2005,1.807,NA
CT589,C01,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT590,C02,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT591,C03,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT592,C04,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT593,C05,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT594,C06,0,OA13,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290907,-157.859165,-17572801.86,2426600.136,1,NA,6,2005,1.807,NA
CT595,C07,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT596,C08,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT597,C09,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT598,C10,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT599,C11,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT600,C12,0,OA15,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.290521,-157.860994,-17573005.47,2426554.019,1.5,NA,6,2005,1.807,NA
CT601,D01,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT602,D02,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT603,D03,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT604,D04,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT605,D05,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT606,D06,0,OA12,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293013,-157.85513,-17572352.69,2426851.749,5.5,NA,6,2005,1.807,NA
CT610,D10,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT611,D11,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT612,D12,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT613,E01,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT614,E02,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT615,E03,0,OA03,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359365,-157.968804,-17585006.82,2434780.973,1,NA,6,2005,1.807,NA
CT616,E04,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT617,E05,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT618,E06,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT619,E07,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT620,E08,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT621,E09,0,OA01,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.364043,-157.951918,-17583127.08,2435340.141,0.7,NA,6,2005,1.807,NA
CT622,E10,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT623,E11,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT624,E12,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT625,F01,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT626,F02,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT627,F03,0,OA04,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.365703,-157.966024,-17584697.35,2435538.567,1.5,NA,6,2005,1.807,NA
CT661,A1,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
CT662,A2,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
