Treatment,Plot,Site,Replicate,Date,Year,JDay,Haxy,Save,Rpad
E,Yuanyang_E5,Yuanyang,E_2_12,2016-03-16,2016,76,0,15,3
E,Yuanyang_E5,Yuanyang,E_3_12,2016-03-16,2016,76,0,27,5
E,Yuanyang_E5,Yuanyang,E_4_12,2016-03-16,2016,76,0,26,2
E,Yuanyang_E5,Yuanyang,E_5_12,2016-03-16,2016,76,0,17,7
E,Yuanyang_E6,Yuanyang,E_1_12,2016-03-16,2016,76,0,87,122
E,Yuanyang_E6,Yuanyang,E_2_12,2016-03-16,2016,76,0,71,111
E,Yuanyang_E6,Yuanyang,E_3_12,2016-03-16,2016,76,0,70,102
E,Yuanyang_E6,Yuanyang,E_4_12,2016-03-16,2016,76,1,81,109
E,Yuanyang_E6,Yuanyang,E_5_12,2016-03-16,2016,76,0,130,148
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-03-23,2016,83,0,4,0
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-03-23,2016,83,0,7,0
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-03-23,2016,83,0,3,0
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-03-23,2016,83,0,2,0
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-03-23,2016,83,0,3,0
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-03-23,2016,83,0,2,0
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-03-23,2016,83,0,3,0
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-03-23,2016,83,0,3,0
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-03-23,2016,83,0,0,0
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-03-23,2016,83,0,4,0
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-03-23,2016,83,0,15,0
A,Yuanyang_CK3,Yuanyang,A_2_12,2016-03-23,2016,83,0,10,0
A,Yuanyang_CK3,Yuanyang,A_3_12,2016-03-23,2016,83,0,16,0
A,Yuanyang_CK3,Yuanyang,A_4_12,2016-03-23,2016,83,0,16,0
A,Yuanyang_CK3,Yuanyang,A_5_12,2016-03-23,2016,83,0,20,0
A,Yuanyang_CK4,Yuanyang,A_1_12,2016-03-23,2016,83,0,5,0
A,Yuanyang_CK4,Yuanyang,A_2_12,2016-03-23,2016,83,0,6,0
A,Yuanyang_CK4,Yuanyang,A_3_12,2016-03-23,2016,83,0,6,0
A,Yuanyang_CK4,Yuanyang,A_4_12,2016-03-23,2016,83,0,4,0
A,Yuanyang_CK4,Yuanyang,A_5_12,2016-03-23,2016,83,0,7,0
A,Yuanyang_CK5,Yuanyang,A_1_12,2016-03-23,2016,83,0,4,0
A,Yuanyang_CK5,Yuanyang,A_2_12,2016-03-23,2016,83,0,6,0
A,Yuanyang_CK5,Yuanyang,A_3_12,2016-03-23,2016,83,0,4,0
A,Yuanyang_CK5,Yuanyang,A_4_12,2016-03-23,2016,83,0,1,0
A,Yuanyang_CK5,Yuanyang,A_5_12,2016-03-23,2016,83,0,8,0
A,Yuanyang_CK6,Yuanyang,A_1_12,2016-03-23,2016,83,0,0,0
A,Yuanyang_CK6,Yuanyang,A_2_12,2016-03-23,2016,83,0,0,0
A,Yuanyang_CK6,Yuanyang,A_3_12,2016-03-23,2016,83,0,0,0
A,Yuanyang_CK6,Yuanyang,A_4_12,2016-03-23,2016,83,0,0,0
A,Yuanyang_CK6,Yuanyang,A_5_12,2016-03-23,2016,83,0,0,0
E,Yuanyang_E1,Yuanyang,E_1_12,2016-03-23,2016,83,0,34,1
E,Yuanyang_E1,Yuanyang,E_2_12,2016-03-23,2016,83,0,27,1
E,Yuanyang_E1,Yuanyang,E_3_12,2016-03-23,2016,83,0,28,1
E,Yuanyang_E1,Yuanyang,E_4_12,2016-03-23,2016,83,0,25,0
E,Yuanyang_E1,Yuanyang,E_5_12,2016-03-23,2016,83,0,52,1
E,Yuanyang_E2,Yuanyang,E_1_12,2016-03-23,2016,83,0,99,0
E,Yuanyang_E2,Yuanyang,E_2_12,2016-03-23,2016,83,0,98,0
E,Yuanyang_E2,Yuanyang,E_3_12,2016-03-23,2016,83,0,101,0
E,Yuanyang_E2,Yuanyang,E_4_12,2016-03-23,2016,83,0,91,0
E,Yuanyang_E2,Yuanyang,E_5_12,2016-03-23,2016,83,0,98,0
E,Yuanyang_E3,Yuanyang,E_1_12,2016-03-23,2016,83,0,100,15
E,Yuanyang_E3,Yuanyang,E_2_12,2016-03-23,2016,83,0,93,16
E,Yuanyang_E3,Yuanyang,E_3_12,2016-03-23,2016,83,0,91,9
E,Yuanyang_E3,Yuanyang,E_4_12,2016-03-23,2016,83,0,108,23
E,Yuanyang_E3,Yuanyang,E_5_12,2016-03-23,2016,83,0,109,15
E,Yuanyang_E4,Yuanyang,E_1_12,2016-03-23,2016,83,0,77,167
E,Yuanyang_E4,Yuanyang,E_2_12,2016-03-23,2016,83,0,85,182
E,Yuanyang_E4,Yuanyang,E_3_12,2016-03-23,2016,83,0,69,139
E,Yuanyang_E4,Yuanyang,E_4_12,2016-03-23,2016,83,0,82,187
E,Yuanyang_E4,Yuanyang,E_5_12,2016-03-23,2016,83,0,61,167
E,Yuanyang_E5,Yuanyang,E_1_12,2016-03-23,2016,83,0,98,95
E,Yuanyang_E5,Yuanyang,E_2_12,2016-03-23,2016,83,0,120,90
E,Yuanyang_E5,Yuanyang,E_3_12,2016-03-23,2016,83,0,94,88
E,Yuanyang_E5,Yuanyang,E_4_12,2016-03-23,2016,83,0,111,100
E,Yuanyang_E5,Yuanyang,E_5_12,2016-03-23,2016,83,0,49,109
E,Yuanyang_E6,Yuanyang,E_1_12,2016-03-23,2016,83,0,150,90
E,Yuanyang_E6,Yuanyang,E_2_12,2016-03-23,2016,83,0,145,84
E,Yuanyang_E6,Yuanyang,E_3_12,2016-03-23,2016,83,0,132,108
E,Yuanyang_E6,Yuanyang,E_4_12,2016-03-23,2016,83,0,148,84
E,Yuanyang_E6,Yuanyang,E_5_12,2016-03-23,2016,83,0,189,87
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-03-30,2016,90,0,6,0
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-03-30,2016,90,0,9,0
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-03-30,2016,90,0,4,0
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-03-30,2016,90,0,5,0
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-03-30,2016,90,0,7,0
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-03-30,2016,90,0,3,0
A,Yuanyang_CK3,Yuanyang,A_2_12,2016-03-30,2016,90,0,1,0
A,Yuanyang_CK3,Yuanyang,A_3_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK3,Yuanyang,A_4_12,2016-03-30,2016,90,0,3,0
A,Yuanyang_CK3,Yuanyang,A_5_12,2016-03-30,2016,90,0,7,0
A,Yuanyang_CK4,Yuanyang,A_1_12,2016-03-30,2016,90,0,2,0
A,Yuanyang_CK4,Yuanyang,A_2_12,2016-03-30,2016,90,0,1,0
A,Yuanyang_CK4,Yuanyang,A_3_12,2016-03-30,2016,90,0,1,0
A,Yuanyang_CK4,Yuanyang,A_4_12,2016-03-30,2016,90,0,3,0
A,Yuanyang_CK4,Yuanyang,A_5_12,2016-03-30,2016,90,0,3,0
A,Yuanyang_CK5,Yuanyang,A_1_12,2016-03-30,2016,90,0,3,0
A,Yuanyang_CK5,Yuanyang,A_2_12,2016-03-30,2016,90,0,1,0
A,Yuanyang_CK5,Yuanyang,A_3_12,2016-03-30,2016,90,0,2,0
A,Yuanyang_CK5,Yuanyang,A_4_12,2016-03-30,2016,90,0,2,0
A,Yuanyang_CK5,Yuanyang,A_5_12,2016-03-30,2016,90,0,4,0
A,Yuanyang_CK6,Yuanyang,A_1_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK6,Yuanyang,A_2_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK6,Yuanyang,A_3_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK6,Yuanyang,A_4_12,2016-03-30,2016,90,0,0,0
A,Yuanyang_CK6,Yuanyang,A_5_12,2016-03-30,2016,90,0,0,0
E,Yuanyang_E1,Yuanyang,E_1_12,2016-03-30,2016,90,0,22,0
E,Yuanyang_E1,Yuanyang,E_2_12,2016-03-30,2016,90,0,21,0
E,Yuanyang_E1,Yuanyang,E_3_12,2016-03-30,2016,90,0,20,0
E,Yuanyang_E1,Yuanyang,E_4_12,2016-03-30,2016,90,1,24,0
E,Yuanyang_E1,Yuanyang,E_5_12,2016-03-30,2016,90,0,24,0
E,Yuanyang_E2,Yuanyang,E_1_12,2016-03-30,2016,90,0,226,26
E,Yuanyang_E2,Yuanyang,E_2_12,2016-03-30,2016,90,0,203,26
E,Yuanyang_E2,Yuanyang,E_3_12,2016-03-30,2016,90,0,227,34
E,Yuanyang_E2,Yuanyang,E_4_12,2016-03-30,2016,90,0,200,14
E,Yuanyang_E2,Yuanyang,E_5_12,2016-03-30,2016,90,0,280,40
E,Yuanyang_E3,Yuanyang,E_1_12,2016-03-30,2016,90,0,147,0
E,Yuanyang_E3,Yuanyang,E_2_12,2016-03-30,2016,90,0,150,0
E,Yuanyang_E3,Yuanyang,E_3_12,2016-03-30,2016,90,0,141,0
E,Yuanyang_E3,Yuanyang,E_4_12,2016-03-30,2016,90,0,146,0
E,Yuanyang_E3,Yuanyang,E_5_12,2016-03-30,2016,90,0,139,0
E,Yuanyang_E4,Yuanyang,E_1_12,2016-03-30,2016,90,0,43,24
E,Yuanyang_E4,Yuanyang,E_2_12,2016-03-30,2016,90,0,45,17
E,Yuanyang_E4,Yuanyang,E_3_12,2016-03-30,2016,90,0,36,23
E,Yuanyang_E4,Yuanyang,E_4_12,2016-03-30,2016,90,0,50,32
E,Yuanyang_E4,Yuanyang,E_5_12,2016-03-30,2016,90,0,54,24
E,Yuanyang_E5,Yuanyang,E_1_12,2016-03-30,2016,90,0,94,1
E,Yuanyang_E5,Yuanyang,E_2_12,2016-03-30,2016,90,0,80,1
E,Yuanyang_E5,Yuanyang,E_3_12,2016-03-30,2016,90,0,110,1
E,Yuanyang_E5,Yuanyang,E_4_12,2016-03-30,2016,90,0,98,2
E,Yuanyang_E5,Yuanyang,E_5_12,2016-03-30,2016,90,0,69,1
E,Yuanyang_E6,Yuanyang,E_1_12,2016-03-30,2016,90,0,120,28
E,Yuanyang_E6,Yuanyang,E_2_12,2016-03-30,2016,90,0,132,32
E,Yuanyang_E6,Yuanyang,E_3_12,2016-03-30,2016,90,0,139,24
E,Yuanyang_E6,Yuanyang,E_4_12,2016-03-30,2016,90,0,131,31
E,Yuanyang_E6,Yuanyang,E_5_12,2016-03-30,2016,90,0,94,26
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-04-06,2016,97,0,222,0
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-04-06,2016,97,0,219,0
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-04-06,2016,97,0,233,0
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-04-06,2016,97,0,203,0
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-04-06,2016,97,0,240,0
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-04-06,2016,97,0,93,0
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-04-06,2016,97,0,90,0
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-04-06,2016,97,0,86,0
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-04-06,2016,97,0,108,0
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-04-06,2016,97,0,101,0
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-04-06,2016,97,0,146,1
A,Yuanyang_CK3,Yuanyang,A_2_12,2016-04-06,2016,97,0,136,1
A,Yuanyang_CK3,Yuanyang,A_3_12,2016-04-06,2016,97,0,129,2
A,Yuanyang_CK3,Yuanyang,A_4_12,2016-04-06,2016,97,0,147,1
A,Yuanyang_CK3,Yuanyang,A_5_12,2016-04-06,2016,97,0,159,0
A,Yuanyang_CK4,Yuanyang,A_1_12,2016-04-06,2016,97,0,129,0
A,Yuanyang_CK4,Yuanyang,A_2_12,2016-04-06,2016,97,0,145,0
A,Yuanyang_CK4,Yuanyang,A_3_12,2016-04-06,2016,97,0,116,0
A,Yuanyang_CK4,Yuanyang,A_4_12,2016-04-06,2016,97,0,148,0
A,Yuanyang_CK4,Yuanyang,A_5_12,2016-04-06,2016,97,0,83,0
A,Yuanyang_CK5,Yuanyang,A_1_12,2016-04-06,2016,97,0,66,1
A,Yuanyang_CK5,Yuanyang,A_2_12,2016-04-06,2016,97,0,50,0
A,Yuanyang_CK5,Yuanyang,A_3_12,2016-04-06,2016,97,0,74,1
A,Yuanyang_CK5,Yuanyang,A_4_12,2016-04-06,2016,97,0,56,2
A,Yuanyang_CK5,Yuanyang,A_5_12,2016-04-06,2016,97,0,65,0
A,Yuanyang_CK6,Yuanyang,A_1_12,2016-04-06,2016,97,0,5,0
A,Yuanyang_CK6,Yuanyang,A_2_12,2016-04-06,2016,97,0,3,0
A,Yuanyang_CK6,Yuanyang,A_3_12,2016-04-06,2016,97,0,6,0
A,Yuanyang_CK6,Yuanyang,A_4_12,2016-04-06,2016,97,0,5,0
A,Yuanyang_CK6,Yuanyang,A_5_12,2016-04-06,2016,97,0,2,0
E,Yuanyang_E1,Yuanyang,E_1_12,2016-04-06,2016,97,0,432,0
E,Yuanyang_E1,Yuanyang,E_2_12,2016-04-06,2016,97,0,432,0
E,Yuanyang_E1,Yuanyang,E_3_12,2016-04-06,2016,97,0,405,0
E,Yuanyang_E1,Yuanyang,E_4_12,2016-04-06,2016,97,0,407,0
E,Yuanyang_E1,Yuanyang,E_5_12,2016-04-06,2016,97,0,463,0
E,Yuanyang_E2,Yuanyang,E_1_12,2016-04-06,2016,97,0,539,3
E,Yuanyang_E2,Yuanyang,E_2_12,2016-04-06,2016,97,0,517,2
E,Yuanyang_E2,Yuanyang,E_3_12,2016-04-06,2016,97,0,523,4
E,Yuanyang_E2,Yuanyang,E_4_12,2016-04-06,2016,97,0,575,2
E,Yuanyang_E2,Yuanyang,E_5_12,2016-04-06,2016,97,0,551,1
E,Yuanyang_E3,Yuanyang,E_1_12,2016-04-06,2016,97,0,359,0
E,Yuanyang_E3,Yuanyang,E_2_12,2016-04-06,2016,97,0,331,0
E,Yuanyang_E3,Yuanyang,E_3_12,2016-04-06,2016,97,0,380,0
E,Yuanyang_E3,Yuanyang,E_4_12,2016-04-06,2016,97,0,354,0
E,Yuanyang_E3,Yuanyang,E_5_12,2016-04-06,2016,97,0,353,0
E,Yuanyang_E4,Yuanyang,E_1_12,2016-04-06,2016,97,0,257,13
E,Yuanyang_E4,Yuanyang,E_2_12,2016-04-06,2016,97,0,250,9
E,Yuanyang_E4,Yuanyang,E_3_12,2016-04-06,2016,97,0,270,16
E,Yuanyang_E4,Yuanyang,E_4_12,2016-04-06,2016,97,0,220,14
E,Yuanyang_E4,Yuanyang,E_5_12,2016-04-06,2016,97,0,312,8
E,Yuanyang_E5,Yuanyang,E_1_12,2016-04-06,2016,97,0,493,3
E,Yuanyang_E5,Yuanyang,E_2_12,2016-04-06,2016,97,0,491,2
E,Yuanyang_E5,Yuanyang,E_3_12,2016-04-06,2016,97,0,548,3
E,Yuanyang_E5,Yuanyang,E_4_12,2016-04-06,2016,97,0,515,3
E,Yuanyang_E5,Yuanyang,E_5_12,2016-04-06,2016,97,0,426,4
E,Yuanyang_E6,Yuanyang,E_1_12,2016-04-06,2016,97,0,408,45
E,Yuanyang_E6,Yuanyang,E_2_12,2016-04-06,2016,97,0,390,41
E,Yuanyang_E6,Yuanyang,E_3_12,2016-04-06,2016,97,0,388,38
E,Yuanyang_E6,Yuanyang,E_4_12,2016-04-06,2016,97,0,416,48
E,Yuanyang_E6,Yuanyang,E_5_12,2016-04-06,2016,97,0,448,54
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-04-14,2016,105,0,232,3
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-04-14,2016,105,0,210,6
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-04-14,2016,105,1,236,1
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-04-14,2016,105,0,195,6
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-04-14,2016,105,0,292,0
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-04-14,2016,105,0,200,0
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-04-14,2016,105,0,236,0
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-04-14,2016,105,0,196,0
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-04-14,2016,105,1,194,0
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-04-14,2016,105,0,144,0
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-04-14,2016,105,0,199,0
A,Yuanyang_CK3,Yuanyang,A_2_12,2016-04-14,2016,105,0,187,0
A,Yuanyang_CK3,Yuanyang,A_3_12,2016-04-14,2016,105,1,227,0
A,Yuanyang_CK3,Yuanyang,A_4_12,2016-04-14,2016,105,0,154,0
A,Yuanyang_CK3,Yuanyang,A_5_12,2016-04-14,2016,105,0,231,0
A,Yuanyang_CK4,Yuanyang,A_1_12,2016-04-14,2016,105,0,134,0
A,Yuanyang_CK4,Yuanyang,A_2_12,2016-04-14,2016,105,0,131,0
A,Yuanyang_CK4,Yuanyang,A_3_12,2016-04-14,2016,105,0,143,0
A,Yuanyang_CK4,Yuanyang,A_4_12,2016-04-14,2016,105,2,105,0
A,Yuanyang_CK4,Yuanyang,A_5_12,2016-04-14,2016,105,0,143,0
A,Yuanyang_CK5,Yuanyang,A_1_12,2016-04-14,2016,105,0,76,3
A,Yuanyang_CK5,Yuanyang,A_2_12,2016-04-14,2016,105,0,84,3
A,Yuanyang_CK5,Yuanyang,A_3_12,2016-04-14,2016,105,0,71,5
A,Yuanyang_CK5,Yuanyang,A_4_12,2016-04-14,2016,105,0,81,1
A,Yuanyang_CK5,Yuanyang,A_5_12,2016-04-14,2016,105,0,65,5
A,Yuanyang_CK6,Yuanyang,A_1_12,2016-04-14,2016,105,0,22,7
A,Yuanyang_CK6,Yuanyang,A_2_12,2016-04-14,2016,105,0,26,9
A,Yuanyang_CK6,Yuanyang,A_3_12,2016-04-14,2016,105,0,25,6
A,Yuanyang_CK6,Yuanyang,A_4_12,2016-04-14,2016,105,0,23,10
A,Yuanyang_CK6,Yuanyang,A_5_12,2016-04-14,2016,105,0,18,5
E,Yuanyang_E1,Yuanyang,E_1_12,2016-04-14,2016,105,0,221,21
E,Yuanyang_E1,Yuanyang,E_2_12,2016-04-14,2016,105,0,200,27
E,Yuanyang_E1,Yuanyang,E_3_12,2016-04-14,2016,105,0,217,29
E,Yuanyang_E1,Yuanyang,E_4_12,2016-04-14,2016,105,0,204,14
E,Yuanyang_E1,Yuanyang,E_5_12,2016-04-14,2016,105,0,245,6
E,Yuanyang_E2,Yuanyang,E_1_12,2016-04-14,2016,105,0,805,41
E,Yuanyang_E2,Yuanyang,E_2_12,2016-04-14,2016,105,0,771,41
E,Yuanyang_E2,Yuanyang,E_3_12,2016-04-14,2016,105,3,805,38
E,Yuanyang_E2,Yuanyang,E_4_12,2016-04-14,2016,105,0,829,40
E,Yuanyang_E2,Yuanyang,E_5_12,2016-04-14,2016,105,0,870,50
E,Yuanyang_E3,Yuanyang,E_1_12,2016-04-14,2016,105,0,708,30
E,Yuanyang_E3,Yuanyang,E_2_12,2016-04-14,2016,105,0,681,31
E,Yuanyang_E3,Yuanyang,E_3_12,2016-04-14,2016,105,3,691,26
E,Yuanyang_E3,Yuanyang,E_4_12,2016-04-14,2016,105,0,727,25
E,Yuanyang_E3,Yuanyang,E_5_12,2016-04-14,2016,105,0,747,41
E,Yuanyang_E4,Yuanyang,E_1_12,2016-04-14,2016,105,0,696,33
E,Yuanyang_E4,Yuanyang,E_2_12,2016-04-14,2016,105,0,726,23
E,Yuanyang_E4,Yuanyang,E_3_12,2016-04-14,2016,105,0,669,39
E,Yuanyang_E4,Yuanyang,E_4_12,2016-04-14,2016,105,0,746,34
E,Yuanyang_E4,Yuanyang,E_5_12,2016-04-14,2016,105,3,667,40
E,Yuanyang_E5,Yuanyang,E_1_12,2016-04-14,2016,105,0,462,14
E,Yuanyang_E5,Yuanyang,E_2_12,2016-04-14,2016,105,2,487,18
E,Yuanyang_E5,Yuanyang,E_3_12,2016-04-14,2016,105,0,435,10
E,Yuanyang_E5,Yuanyang,E_4_12,2016-04-14,2016,105,0,438,15
E,Yuanyang_E5,Yuanyang,E_5_12,2016-04-14,2016,105,0,502,16
E,Yuanyang_E6,Yuanyang,E_1_12,2016-04-14,2016,105,0,960,40
E,Yuanyang_E6,Yuanyang,E_2_12,2016-04-14,2016,105,0,968,49
E,Yuanyang_E6,Yuanyang,E_3_12,2016-04-14,2016,105,4,1026,35
E,Yuanyang_E6,Yuanyang,E_4_12,2016-04-14,2016,105,0,1030,45
E,Yuanyang_E6,Yuanyang,E_5_12,2016-04-14,2016,105,0,826,35
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-04-20,2016,111,0,471,52
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-04-20,2016,111,1,420,51
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-04-20,2016,111,0,469,52
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-04-20,2016,111,0,418,58
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-04-20,2016,111,0,543,53
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-04-20,2016,111,0,88,0
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-04-20,2016,111,0,90,0
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-04-20,2016,111,2,98,0
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-04-20,2016,111,0,81,0
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-04-20,2016,111,0,72,0
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-04-20,2016,111,0,133,47
A,Yuanyang_CK3,Yuanyang,A_2_12,2016-04-20,2016,111,0,153,45
A,Yuanyang_CK3,Yuanyang,A_3_12,2016-04-20,2016,111,0,142,51
A,Yuanyang_CK3,Yuanyang,A_4_12,2016-04-20,2016,111,0,144,54
A,Yuanyang_CK3,Yuanyang,A_5_12,2016-04-20,2016,111,0,102,35
A,Yuanyang_CK4,Yuanyang,A_1_12,2016-04-20,2016,111,0,143,13
A,Yuanyang_CK4,Yuanyang,A_2_12,2016-04-20,2016,111,0,118,10
A,Yuanyang_CK4,Yuanyang,A_3_12,2016-04-20,2016,111,0,146,10
A,Yuanyang_CK4,Yuanyang,A_4_12,2016-04-20,2016,111,0,133,15
A,Yuanyang_CK4,Yuanyang,A_5_12,2016-04-20,2016,111,0,170,13
A,Yuanyang_CK5,Yuanyang,A_1_12,2016-04-20,2016,111,0,122,15
A,Yuanyang_CK5,Yuanyang,A_2_12,2016-04-20,2016,111,0,91,8
A,Yuanyang_CK5,Yuanyang,A_3_12,2016-04-20,2016,111,1,132,13
A,Yuanyang_CK5,Yuanyang,A_4_12,2016-04-20,2016,111,0,134,20
A,Yuanyang_CK5,Yuanyang,A_5_12,2016-04-20,2016,111,0,157,20
A,Yuanyang_CK6,Yuanyang,A_1_12,2016-04-20,2016,111,0,48,17
A,Yuanyang_CK6,Yuanyang,A_2_12,2016-04-20,2016,111,0,44,25
A,Yuanyang_CK6,Yuanyang,A_3_12,2016-04-20,2016,111,0,50,13
A,Yuanyang_CK6,Yuanyang,A_4_12,2016-04-20,2016,111,0,53,18
A,Yuanyang_CK6,Yuanyang,A_5_12,2016-04-20,2016,111,0,55,9
E,Yuanyang_E1,Yuanyang,E_1_12,2016-04-20,2016,111,0,335,24
E,Yuanyang_E1,Yuanyang,E_2_12,2016-04-20,2016,111,0,306,29
E,Yuanyang_E1,Yuanyang,E_3_12,2016-04-20,2016,111,1,308,27
E,Yuanyang_E1,Yuanyang,E_4_12,2016-04-20,2016,111,0,319,12
E,Yuanyang_E1,Yuanyang,E_5_12,2016-04-20,2016,111,0,424,37
E,Yuanyang_E2,Yuanyang,E_1_12,2016-04-20,2016,111,0,510,130
E,Yuanyang_E2,Yuanyang,E_2_12,2016-04-20,2016,111,0,490,153
E,Yuanyang_E2,Yuanyang,E_3_12,2016-04-20,2016,111,0,510,121
E,Yuanyang_E2,Yuanyang,E_4_12,2016-04-20,2016,111,0,508,139
E,Yuanyang_E2,Yuanyang,E_5_12,2016-04-20,2016,111,0,526,91
E,Yuanyang_E3,Yuanyang,E_1_12,2016-04-20,2016,111,0,226,4
E,Yuanyang_E3,Yuanyang,E_2_12,2016-04-20,2016,111,0,191,5
E,Yuanyang_E3,Yuanyang,E_3_12,2016-04-20,2016,111,2,207,6
E,Yuanyang_E3,Yuanyang,E_4_12,2016-04-20,2016,111,0,200,1
E,Yuanyang_E3,Yuanyang,E_5_12,2016-04-20,2016,111,0,290,2
E,Yuanyang_E4,Yuanyang,E_1_12,2016-04-20,2016,111,0,650,90
E,Yuanyang_E4,Yuanyang,E_2_12,2016-04-20,2016,111,0,723,91
E,Yuanyang_E4,Yuanyang,E_3_12,2016-04-20,2016,111,0,706,88
E,Yuanyang_E4,Yuanyang,E_4_12,2016-04-20,2016,111,3,680,79
E,Yuanyang_E4,Yuanyang,E_5_12,2016-04-20,2016,111,0,470,91
E,Yuanyang_E5,Yuanyang,E_1_12,2016-04-20,2016,111,0,360,180
E,Yuanyang_E5,Yuanyang,E_2_12,2016-04-20,2016,111,0,369,196
E,Yuanyang_E5,Yuanyang,E_3_12,2016-04-20,2016,111,2,380,170
E,Yuanyang_E5,Yuanyang,E_4_12,2016-04-20,2016,111,0,362,189
E,Yuanyang_E5,Yuanyang,E_5_12,2016-04-20,2016,111,0,351,171
E,Yuanyang_E6,Yuanyang,E_1_12,2016-04-20,2016,111,5,704,130
E,Yuanyang_E6,Yuanyang,E_2_12,2016-04-20,2016,111,0,668,141
E,Yuanyang_E6,Yuanyang,E_3_12,2016-04-20,2016,111,0,690,143
E,Yuanyang_E6,Yuanyang,E_4_12,2016-04-20,2016,111,1,697,144
E,Yuanyang_E6,Yuanyang,E_5_12,2016-04-20,2016,111,0,784,114
A,Yuanyang_CK1,Yuanyang,A_1_12,2016-04-27,2016,118,0,516,273
A,Yuanyang_CK1,Yuanyang,A_2_12,2016-04-27,2016,118,0,472,232
A,Yuanyang_CK1,Yuanyang,A_3_12,2016-04-27,2016,118,0,492,244
A,Yuanyang_CK1,Yuanyang,A_4_12,2016-04-27,2016,118,0,522,297
A,Yuanyang_CK1,Yuanyang,A_5_12,2016-04-27,2016,118,0,618,288
A,Yuanyang_CK2,Yuanyang,A_1_12,2016-04-27,2016,118,0,188,4
A,Yuanyang_CK2,Yuanyang,A_2_12,2016-04-27,2016,118,0,205,8
A,Yuanyang_CK2,Yuanyang,A_3_12,2016-04-27,2016,118,1,154,6
A,Yuanyang_CK2,Yuanyang,A_4_12,2016-04-27,2016,118,0,155,3
A,Yuanyang_CK2,Yuanyang,A_5_12,2016-04-27,2016,118,0,216,1
A,Yuanyang_CK3,Yuanyang,A_1_12,2016-04-27,2016,118,0,221,60
