"sample_id_fastq","barcoding_id","sample_id","sampling_id","taxonomy","sample_type","sample_type_2","sample_type_3","zone","spot_name","region","region_season","season","body_mass","size_class","sex_state","gut_fullness","standard_length"
"G-M246-B","G_M246_B","G_M246","G88","Cystoseira_crinita","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M247-B","G_M247_B","G_M247","G88","Laurencia_obtusa","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M248-B","G_M248_B","G_M248","G88","Laurencia_obtusa","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M250-B","G_M250_B","G_M250","G88","Bryopsis_spp","Algae","Green_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M251-B","G_M251_B","G_M251","G88","Bryopsis_spp","Algae","Green_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M252-B","G_M252_B","G_M252","G88","Bryopsis_spp","Algae","Green_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M253-B","G_M253_B","G_M253","G88","Bryopsis_spp","Algae","Green_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M254-B","G_M254_B","G_M254","G88","Cymodocea_nodosa","Seagrass","Seagrass","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M255-B","G_M255_B","G_M255","G88","Cymodocea_nodosa","Seagrass","Seagrass","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M256-B","G_M256_B","G_M256","G88","Cymodocea_nodosa","Seagrass","Seagrass","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M261-B","G_M261_B","G_M261","G95","Dictyota_fasciola","Algae","Brown_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M263-B","G_M263_B","G_M263","G95","Dictyota_fasciola","Algae","Brown_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M265-B","G_M265_B","G_M265","G95","Turf_rock","Turf","Turf_rock","Turf","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M266-B","G_M266_B","G_M266","G95","Turf_rock","Turf","Turf_rock","Turf","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M267-B","G_M267_B","G_M267","G95","Turf_rock","Turf","Turf_rock","Turf","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M269-B","G_M269_B","G_M269","G95","Callithamnion_tetricum","Algae","Red_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M270-B","G_M270_B","G_M270","G95","Callithamnion_tetricum","Algae","Red_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M272-B","G_M272_B","G_M272","G95","Callithamnion_tetricum","Algae","Red_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M274-B","G_M274_B","G_M274","G95","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M275-B","G_M275_B","G_M275","G95","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M276-B","G_M276_B","G_M276","G95","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-M283-B","G_M283_B","G_M283","G95","Padina_pavonica","Algae","Brown_algae","Algae","Bali","Bali","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W151-B","G_W151_B","G_W151","G84","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W159-B","G_W159_B","G_W159","G87","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W162-B","G_W162_B","G_W162","G87","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W163-B","G_W163_B","G_W163","G87","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W165-B","G_W165_B","G_W165","G91","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W167-B","G_W167_B","G_W167","G91","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W173-B","G_W173_B","G_W173","G94","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W174-B","G_W174_B","G_W174","G94","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W175-B","G_W175_B","G_W175","G94","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-W179-B","G_W179_B","G_W179","G94","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Spring","Spring",NA,"no_data",NA,NA,NA
"G-B153-B","G_B153_B","G_B153","G114","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B155-B","G_B155_B","G_B155","G114","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B158-B","G_B158_B","G_B158","G114","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B159-B","G_B159_B","G_B159","G114","Sediment","Sediment","Sediment","Sediment","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B165-B","G_B165_B","G_B165","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B166-B","G_B166_B","G_B166","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B167-B","G_B167_B","G_B167","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B169-B","G_B169_B","G_B169","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B170-B","G_B170_B","G_B170","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-B172-B","G_B172_B","G_B172","G119","Sediment","Sediment","Sediment","Sediment","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-F1004-B","G_F1004_B","G_F1004","G121","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",20,"[100,200]","immature",NA,103
"G-F1006-B","G_F1006_B","G_F1006","G121","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",19,"[100,200]","immature","full",104
"G-F868-B","G_F868_B","G_F868","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",140,"[100,200]","immature","full",175
"G-F869-B","G_F869_B","G_F869","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",109,"[100,200]","immature","full",155
"G-F871-B","G_F871_B","G_F871","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",85,"[100,200]","immature","full",147
"G-F873-B","G_F873_B","G_F873","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",102,"[100,200]","immature","full",156
"G-F874-B","G_F874_B","G_F874","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",114,"[100,200]","immature","full",157
"G-F875-B","G_F875_B","G_F875","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",42,"[100,200]","immature","full",117
"G-F876-B","G_F876_B","G_F876","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",44,"[100,200]","immature","full",124
"G-F883-B","G_F883_B","G_F883","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"[100,200]","immature","full",135
"G-F885-B","G_F885_B","G_F885","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",51,"[100,200]","immature","full",126
"G-F886-B","G_F886_B","G_F886","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",56,"[100,200]","immature","full",135
"G-F887-B","G_F887_B","G_F887","G110","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",82,"[100,200]","immature","full",114
"G-F899-B","G_F899_B","G_F899","G113","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",69,"[100,200]","immature","full",127
"G-F901-B","G_F901_B","G_F901","G113","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",85,"[100,200]","immature","full",140
"G-F913-B","G_F913_B","G_F913","G115","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"[100,200]","immature","full",160
"G-F915-B","G_F915_B","G_F915","G115","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",155,"> 200","regression_gonads","full",210
"G-F931-B","G_F931_B","G_F931","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",78,"[100,200]","little_male_gonads","fat_gut_full",132
"G-F933-B","G_F933_B","G_F933","G117","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",79,"[100,200]","immature","fat_gut_full",150
"G-F934-B","G_F934_B","G_F934","G117","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",46,"[100,200]","immature","full",127
"G-F941-B","G_F941_B","G_F941","G117","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",113,"[100,200]","immature","fat_gut_full",160
"G-F942-B","G_F942_B","G_F942","G117","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",99,"[100,200]","little_gonads","fat_gut_full",155
"G-F947-B","G_F947_B","G_F947","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",97,"[100,200]","little_gonads","full",182
"G-F953-B","G_F953_B","G_F953","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",93,"[100,200]","immature","full",170
"G-F954-B","G_F954_B","G_F954","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",81,"[100,200]","immature","full",165
"G-F958-B","G_F958_B","G_F958","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",133,"[100,200]","immature","full",186
"G-F959-B","G_F959_B","G_F959","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",108,"[100,200]","little_gonads_regressed","full",180
"G-F960-B","G_F960_B","G_F960","G117","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",108,"[100,200]","immature","full",172
"G-F965-B","G_F965_B","G_F965","G119","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",137,"[100,200]","immature","full",187
"G-F968-B","G_F968_B","G_F968","G120","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",83,"[100,200]","immature","full",170
"G-F970-B","G_F970_B","G_F970","G120","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",43,"[100,200]","immature","full",143
"G-F973-B","G_F973_B","G_F973","G120","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",126,"[100,200]","immature","full",186
"G-F974-B","G_F974_B","G_F974","G120","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",20,"[100,200]","immature","full",108
"G-F976-B","G_F976_B","G_F976","G120","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",100,"[100,200]","immature","full",181
"G-F979-B","G_F979_B","G_F979","G120","Siganus_rivulatus","Fish","Siganus_rivulatus","Siganus_rivulatus","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",72,"[100,200]","immature","full",170
"G-F999-B","G_F999_B","G_F999","G121","Siganus_luridus","Fish","Siganus_luridus","Siganus_luridus","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",83,"[100,200]","immature","full",138
"G-M383-B","G_M383_B","G_M383","G114","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M385-B","G_M385_B","G_M385","G114","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M387-B","G_M387_B","G_M387","G114","Turf_rock","Turf","Turf_rock","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M388-B","G_M388_B","G_M388","G114","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M391-B","G_M391_B","G_M391","G114","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M393-B","G_M393_B","G_M393","G114","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M394-B","G_M394_B","G_M394","G114","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M396-B","G_M396_B","G_M396","G114","Laurencia_obtusa","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M401-B","G_M401_B","G_M401","G114","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M402-B","G_M402_B","G_M402","G114","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M405-B","G_M405_B","G_M405","G114","Padina_pavonica","Algae","Brown_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M408-B","G_M408_B","G_M408","G114","Jania_virgata","Algae","Red_algae","Algae","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M414-B","G_M414_B","G_M414","G114","Turf_mat","Turf","Turf_mat","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M416-B","G_M416_B","G_M416","G114","Turf_mat","Turf","Turf_mat","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M417-B","G_M417_B","G_M417","G114","Turf_mat","Turf","Turf_mat","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M418-B","G_M418_B","G_M418","G114","Turf_mat","Turf","Turf_mat","Turf","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M420-B","G_M420_B","G_M420","G114","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M422-B","G_M422_B","G_M422","G114","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M423-B","G_M423_B","G_M423","G114","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M424-B","G_M424_B","G_M424","G114","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M431-B","G_M431_B","G_M431","G119","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M436-B","G_M436_B","G_M436","G119","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M438-B","G_M438_B","G_M438","G119","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M441-B","G_M441_B","G_M441","G119","Cymodocea_nodosa","Seagrass","Seagrass_cymodocea","Seagrass","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M442-B","G_M442_B","G_M442","G119","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M447-B","G_M447_B","G_M447","G119","Laurencia_obtusa","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M450-B","G_M450_B","G_M450","G119","Jania_virgata","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M453-B","G_M453_B","G_M453","G119","Jania_virgata","Algae","Red_algae","Algae","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M454-B","G_M454_B","G_M454","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M455-B","G_M455_B","G_M455","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M456-B","G_M456_B","G_M456","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M458-B","G_M458_B","G_M458","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M459-B","G_M459_B","G_M459","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M460-B","G_M460_B","G_M460","G119","Turf_mat","Turf","Turf_mat","Turf","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M467-B","G_M467_B","G_M467","G121","Turf_rock","Turf","Turf_rock","Turf","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M469-B","G_M469_B","G_M469","G121","Turf_rock","Turf","Turf_rock","Turf","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M470-B","G_M470_B","G_M470","G121","Turf_rock","Turf","Turf_rock","Turf","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M471-B","G_M471_B","G_M471","G121","Turf_rock","Turf","Turf_rock","Turf","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M476-B","G_M476_B","G_M476","G121","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M477-B","G_M477_B","G_M477","G121","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M478-B","G_M478_B","G_M478","G121","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M479-B","G_M479_B","G_M479","G121","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-M480-B","G_M480_B","G_M480","G121","Posidonia_oceanica","Seagrass","Seagrass_posidonia","Seagrass","Psaromoura","Psaromoura","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W201-B","G_W201_B","G_W201","G112","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W206-B","G_W206_B","G_W206","G114","Water","Water","Water","Water","Kokkini_Hani","Kokkini_Hani","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W215-B","G_W215_B","G_W215","G119","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W216-B","G_W216_B","G_W216","G119","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W217-B","G_W217_B","G_W217","G119","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W219-B","G_W219_B","G_W219","G119","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
"G-W220-B","G_W220_B","G_W220","G119","Water","Water","Water","Water","Hersonissos","Hersonissos","Northern_Crete","Northern_Crete_Autumn","Autumn",NA,"no_data",NA,NA,NA
